Afvalstroomnummer,Verwerkersnummer Locatie van Bestemming (LvB),LvB KvK nummer,LvB Bedrijfsnaam,LvB Adres,LvB Postcode/Plaats,Handelsregisternummer Ontdoener,Naam Ontdoener,Land Ontdoener,LocatieHerkomst Straatnaam,LocatieHerkomst Huisnummer,LocatieHerkomst HuisnummerToevoeging,LocatieHerkomst Postcode,LocatieHerkomst Plaats,LocatieHerkomst Nabijheidsbeschrijving,LocatieHerkomst Land,Euralcode,Euralcode Omschrijving,Gebruikelijke Naam Afvalstof,VerwerkingsMethode Code,VerwerkingsMethode Omschrijving,Routeinzameling,Inzamelaarsregeling,Particuliere Ontdoener
087970000481,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73574341,Bransen Group Electra B.V.,Nederland,Gezelstraat,5,,2671BW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000481,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73574341,Bransen Group Electra B.V.,Nederland,Gezelstraat,5,,2671BW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000483,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27291578,Therm-Control Buigen B.V.,Nederland,Marie Curiestraat,5,,2691HC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000483,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27291578,Therm-Control Buigen B.V.,Nederland,Marie Curiestraat,5,,2691HC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000484,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24148568,Caldic Techniek B.V.,Nederland,Schuttevaerweg,60,,3044BB,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000486,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,88092674,Car Crew Westland,Nederland,Kijckerweg,119,,2678AC,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000490,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73298506,Omnia Delft B.V.,Nederland,Vulcanusweg,273,,2624AV,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000490,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73298506,Omnia Delft B.V.,Nederland,Vulcanusweg,273,,2624AV,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000491,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,81092237,Deforma B.V.,Nederland,Zernikestraat,4,,2665JJ,BLEISWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000491,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,81092237,Deforma B.V.,Nederland,Zernikestraat,4,,2665JJ,BLEISWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000493,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,41146461,Stichting Deltares,Nederland,Boussinesqweg,1,,2629HV,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000495,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,89394755,Van Dijk Infra & Grondwerken B.V.,Nederland,Sand-Ambachtstraat,156,,2691BN,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000495,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,89394755,Van Dijk Infra & Grondwerken B.V.,Nederland,Sand-Ambachtstraat,156,,2691BN,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000496,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,81526083,Dion Elektra B.V.,Nederland,Poelkade,12,,2691MD,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000498,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74443445,DoekenDraad.nl B.V.,Nederland,Buijs Ballotstraat,6,,2693BE,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000498,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74443445,DoekenDraad.nl B.V.,Nederland,Buijs Ballotstraat,6,,2693BE,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000499,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,87643294,Dutch Energy B.V.,Nederland,Dijckerhoek,5,B,2692GZ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000499,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,87643294,Dutch Energy B.V.,Nederland,Dijckerhoek,5,B,2692GZ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000502,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27218586,Aannemersbedrijf van Eijsden,Nederland,Marie Curiestraat,8,,2691HC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000504,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,82739706,C.U. Elektrotechniek v.o.f.,Nederland,Druivenstraat,105,,2671SG,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000507,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27270271,Zwibo B.V.,Nederland,Verdipark,8,,2671GZ,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000508,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,20070123,European Metal Recycling B.V.,Nederland,Quebecstraat,3,,3197KL,BOTLEK ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000509,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27230471,Van der Ende Pompen B.V.,Nederland,Aartsdijkweg,23,,2676LE,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000509,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27230471,Van der Ende Pompen B.V.,Nederland,Aartsdijkweg,23,,2676LE,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000510,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27238681,Van der Ende Transport Westland B.V.,Nederland,Fultonstraat,2,A,2691HA,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000510,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27238681,Van der Ende Transport Westland B.V.,Nederland,Fultonstraat,2,A,2691HA,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000513,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,85126004,Ende Systems Installatie B.V.,Nederland,Maasambacht,4,,2676CW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000513,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,85126004,Ende Systems Installatie B.V.,Nederland,Maasambacht,4,,2676CW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000517,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,17268139,Eco Worldwide Solutions B.V.,Nederland,Tol,14,,4251PX,WERKENDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000518,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27251400,Flash Elektro B.V.,Nederland,Koopmanstraat,28,,2672GB,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000518,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27251400,Flash Elektro B.V.,Nederland,Koopmanstraat,28,,2672GB,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000522,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,90752023,Forever Plants B.V.,Nederland,Zwethlaan,40,,2675LB,HONSELERSDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000522,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,90752023,Forever Plants B.V.,Nederland,Zwethlaan,40,,2675LB,HONSELERSDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000526,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,66873932,Gearbox Innovations B.V.,Nederland,Nollaantje,42,C,2676BW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000526,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,66873932,Gearbox Innovations B.V.,Nederland,Nollaantje,42,C,2676BW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000528,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27181975,Plantenkwekerij P. van Geest Maasland B.V.,Nederland,Herenlaan,21,,3155DC,MAASLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000528,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27181975,Plantenkwekerij P. van Geest Maasland B.V.,Nederland,Herenlaan,21,,3155DC,MAASLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000529,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27370601,Gemeente Midden-Delfland,Nederland,Anna van Raesfeltstraat,37,,2636HX,SCHIPLUIDEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000529,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27370601,Gemeente Midden-Delfland,Nederland,Anna van Raesfeltstraat,37,,2636HX,SCHIPLUIDEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000530,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,84485361,GH Installatietechniek,Nederland,Leehove,79,,2678MB,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000531,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,70355924,GK Metaal B.V.,Nederland,Leehove,23,,2678MA,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000532,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27087219,Glasatelier Oud Rijswijk B.V.,Nederland,Woutersweg,83,b,2691PP,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000532,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27087219,Glasatelier Oud Rijswijk B.V.,Nederland,Woutersweg,83,b,2691PP,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000541,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,84779969,Groen Milieutechniek B.V.,Nederland,Franklinstraat,9,N,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000541,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,84779969,Groen Milieutechniek B.V.,Nederland,Franklinstraat,9,N,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000547,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27223877,Geest Service & Tuinbouw Automatisering B.V.,Nederland,Nobelstraat,18,,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000547,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27223877,Geest Service & Tuinbouw Automatisering B.V.,Nederland,Nobelstraat,18,,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000551,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27181284,Halster Electra B.V.,Nederland,Nobelstraat,9,BU6,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000551,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27181284,Halster Electra B.V.,Nederland,Nobelstraat,9,BU6,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000553,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27225269,Aad van der Helm Sloopwerken B.V.,Nederland,Hoenderparklaan,119,,2295ND,KWINTSHEUL,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000553,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27225269,Aad van der Helm Sloopwerken B.V.,Nederland,Hoenderparklaan,119,,2295ND,KWINTSHEUL,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000556,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,61565288,Hightech Rust Removers v.o.f.,Nederland,Gilze-Rijenstraat,48,,3045PJ,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000557,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,04558701,Onbekend,Nederland,Fultonstraat,8,,2691HA,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000557,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,04558701,Onbekend,Nederland,Fultonstraat,8,,2691HA,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000559,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27276746,HL Metaal B.V.,Nederland,Aartsdijkweg,77,79,2676LE,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000559,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27276746,HL Metaal B.V.,Nederland,Aartsdijkweg,77,79,2676LE,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000564,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27263743,V.O.F. van Holstein Transport,Nederland,ABC Westland,295,,2685DC,POELDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000564,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27263743,V.O.F. van Holstein Transport,Nederland,ABC Westland,295,,2685DC,POELDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000567,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,57450234,Hortifix B.V.,Nederland,Dijckerhoek,62,,2692GZ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000567,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,57450234,Hortifix B.V.,Nederland,Dijckerhoek,62,,2692GZ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000568,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27176097,Debets Schalke B.V.,Nederland,Havenstraat,49,,2681LC,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000569,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,17046707,v. Hout Kabelrecycling B.V.,Nederland,Korte Beemd,4,,5705BL,HELMOND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000571,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,64722813,HR energy B.V.,Nederland,Leehove,2,,2678MC,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000571,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,64722813,HR energy B.V.,Nederland,Leehove,2,,2678MC,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000572,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,63907348,HSL-De Lier,Nederland,Kerklaan,47,,2678ST,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000572,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,63907348,HSL-De Lier,Nederland,Kerklaan,47,,2678ST,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000573,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27368096,Bouwmarkt Westland B.V.,Nederland,Woutersweg,2,b,2691PR,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000573,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27368096,Bouwmarkt Westland B.V.,Nederland,Woutersweg,2,b,2691PR,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000574,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27260768,K. Hulscher Elektrotechniek,Nederland,Opstalweg,12,a,2671LW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000574,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27260768,K. Hulscher Elektrotechniek,Nederland,Opstalweg,12,a,2671LW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000575,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62348965,I.T.S. Westland B.V.,Nederland,Lierweg,75,,2678CT,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000575,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62348965,I.T.S. Westland B.V.,Nederland,Lierweg,75,,2678CT,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000577,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,85802190,In-Koper,Nederland,Oosterengweg,266,,1212CV,HILVERSUM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000580,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000581,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,41158916,Stichting Lucas Onderwijs,Nederland,Professor Holwerdalaan,54,,2672LD,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000582,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,41158916,Stichting Lucas Onderwijs,Nederland,Hoge Woerd,2,,2671DG,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000584,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24163546,Jansen Recycling Group B.V.,Nederland,Van Leeuwenhoekweg,21,,3316AV,DORDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000586,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24163546,Jansen Recycling Group B.V.,Nederland,Koggehaven,3,,3133LA,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000586,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24163546,Jansen Recycling Group B.V.,Nederland,Koggehaven,3,,3133LA,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000587,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,55831656,S. Janssen sloopwerken,Nederland,Koggeschip,17,,3123BK,SCHIEDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000587,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,55831656,S. Janssen sloopwerken,Nederland,Koggeschip,17,,3123BK,SCHIEDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000589,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67718418,JdB Autoservice V.O.F.,Nederland,Leemidden,34,,2678ME,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000589,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67718418,JdB Autoservice V.O.F.,Nederland,Leemidden,34,,2678ME,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000590,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27299800,J&P Installaties,Nederland,Sweelinck,34,,2681KW,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000590,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27299800,J&P Installaties,Nederland,Sweelinck,34,,2681KW,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000591,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27229130,Johan Kind automotive & Scootmobielen,Nederland,Maasambacht,2,A1,2676CW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000591,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27229130,Johan Kind automotive & Scootmobielen,Nederland,Maasambacht,2,A1,2676CW,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000592,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,88261581,De Jong Kunststoftechniek B.V.,Nederland,Honderdland,518,,2676LV,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000592,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,88261581,De Jong Kunststoftechniek B.V.,Nederland,Honderdland,518,,2676LV,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000593,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74975765,JSN Techniek B.V.,Nederland,Vlotlaan,4,F,2681RX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000593,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74975765,JSN Techniek B.V.,Nederland,Vlotlaan,4,F,2681RX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000594,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,92475302,JustMade,Nederland,Graaf Florisplein,28,,2691ZW,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000594,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,92475302,JustMade,Nederland,Graaf Florisplein,28,,2691ZW,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000597,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24381434,Kaslee Projecten B.V.,Nederland,Katwijkerlaan,33,,2641PC,PIJNACKER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000597,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24381434,Kaslee Projecten B.V.,Nederland,Katwijkerlaan,33,,2641PC,PIJNACKER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000599,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,55845282,Kleijn Tweewielers,Nederland,Kijckerweg,24,,2678AD,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
